All Players   Projections Standard Categories
Avail,Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,Rank,
W ,Brandon Lowe 2B | PIT ,527,78,138,84,23,1,30,83,45,151,5,3,.262,.322,.480,124
W ,Dansby Swanson SS | CHC,523,75,131,83,26,3,19,67,45,154,18,3,.251,.311,.421,125
W ,Yainer Diaz C | HOU,425,49,123,83,22,2,16,62,20,79,1,1,.289,.322,.464,129
W ,Lawrence Butler OF | ATH ,564,90,145,84,31,4,26,74,53,171,23,6,.257,.321,.465,132
W ,Taylor Ward OF | BAL ,453,72,118,62,28,2,26,83,56,127,4,2,.261,.342,.503,133
W ,Andy Pages OF | LAD,475,60,127,84,23,2,18,67,27,103,11,5,.267,.316,.438,134
W ,Matt Chapman 3B | SF ,463,84,119,63,29,2,25,69,61,128,10,4,.257,.351,.490,138
W ,Ivan Herrera DH | STL ,411,58,119,78,16,1,24,69,45,96,8,2,.289,.370,.508,140
W ,Ian Happ OF | CHC,460,71,116,64,31,1,20,68,65,133,7,2,.252,.348,.454,141
W ,Adley Rutschman C | BAL,469,60,115,75,24,1,15,59,55,93,1,0,.245,.324,.397,148
W ,Steven Kwan OF | CLE ,554,86,165,120,28,3,14,55,56,63,18,5,.298,.365,.435,151
W ,Jonathan Aranda 1B | TB,502,76,152,97,33,1,21,84,56,131,2,0,.303,.384,.498,152
W ,Mike Trout OF | LAA ,521,83,128,75,22,2,29,80,85,188,3,0,.246,.355,.463,153
W ,Kazuma Okamoto 3B | TOR,480,70,127,81,25,2,19,69,43,101,8,2,.265,.331,.444,154
W ,Jacob Wilson SS | ATH ,562,78,173,123,32,1,17,79,35,76,9,3,.308,.358,.459,161
W ,"Noelvi Marte 3B,OF | CIN ",431,63,119,64,26,3,26,71,26,118,13,4,.276,.325,.531,162
W ,"Xavier Edwards 2B,SS | MIA",503,72,148,117,21,6,4,45,51,91,31,7,.294,.360,.384,163
W ,"Ceddanne Rafaela 2B,OF | BOS",535,79,135,85,30,5,15,60,33,126,20,5,.252,.304,.411,164
W ,Sal Stewart 1B | CIN,471,67,123,75,23,1,24,74,46,123,5,1,.261,.331,.467,165
W ,Spencer Torkelson 1B | DET ,489,70,122,69,27,1,25,70,59,148,2,1,.249,.339,.462,166
W ,Royce Lewis 3B | MIN ,487,52,114,68,27,0,19,69,36,112,11,1,.234,.285,.407,171
W ,Gabriel Moreno C | ARI ,424,57,114,81,17,1,15,60,43,94,3,2,.269,.338,.420,173
